hub_file,slug,title,highlight,values,flags,verified
numbers.csv,s31-ichimon-daily,一問一答の1日目安,目安は学習計画用・公式数値と混同しない,個人の生活リズムに合わせ調整 | 週1回は計画を修正 | 過去問と短答を併用 | 要項・範囲を先に確認,verify_official,
numbers.csv,s31-glossary-terms-week,用語確認の週間目安,目安は学習計画用・公式数値と混同しない,個人の生活リズムに合わせ調整 | 週1回は計画を修正 | 過去問と短答を併用 | 要項・範囲を先に確認,verify_official,
numbers.csv,s31-youkou-check-count,要項確認の推奨回数,目安は学習計画用・公式数値と混同しない,個人の生活リズムに合わせ調整 | 週1回は計画を修正 | 過去問と短答を併用 | 要項・範囲を先に確認,verify_official,
numbers.csv,s31-final-prep-weeks,直前期の週数配分,目安は学習計画用・公式数値と混同しない,個人の生活リズムに合わせ調整 | 週1回は計画を修正 | 過去問と短答を併用 | 要項・範囲を先に確認,verify_official,
numbers.csv,s31-weak-field-ratio,苦手分野の時間比率,目安は学習計画用・公式数値と混同しない,個人の生活リズムに合わせ調整 | 週1回は計画を修正 | 過去問と短答を併用 | 要項・範囲を先に確認,verify_official,
numbers.csv,s31-hub-article-cycle,ハブ記事の巡回サイクル,目安は学習計画用・公式数値と混同しない,個人の生活リズムに合わせ調整 | 週1回は計画を修正 | 過去問と短答を併用 | 要項・範囲を先に確認,verify_official,
numbers.csv,s32-mock-count,模擬試験の推奨回数（目安）,目安は学習計画用・公式数値と混同しない,生活リズムに合わせ調整 | 週1回計画修正 | 過去問と短答併用 | 要項・範囲を先に確認,verify_official,
numbers.csv,s32-subject-ratio,科目別時間配分比率,目安は学習計画用・公式数値と混同しない,生活リズムに合わせ調整 | 週1回計画修正 | 過去問と短答併用 | 要項・範囲を先に確認,verify_official,
numbers.csv,s32-spaced-days,間隔復習の日数目安,目安は学習計画用・公式数値と混同しない,生活リズムに合わせ調整 | 週1回計画修正 | 過去問と短答併用 | 要項・範囲を先に確認,verify_official,
numbers.csv,s32-flashcard-daily,暗記カード／一問一答の1日目安,目安は学習計画用・公式数値と混同しない,生活リズムに合わせ調整 | 週1回計画修正 | 過去問と短答併用 | 要項・範囲を先に確認,verify_official,
numbers.csv,s32-past-target,過去問の目標解数（週）,目安は学習計画用・公式数値と混同しない,生活リズムに合わせ調整 | 週1回計画修正 | 過去問と短答併用 | 要項・範囲を先に確認,verify_official,
numbers.csv,s32-error-review-cycle,誤答ノート見直し周期,目安は学習計画用・公式数値と混同しない,生活リズムに合わせ調整 | 週1回計画修正 | 過去問と短答併用 | 要項・範囲を先に確認,verify_official,
numbers.csv,s32-youkou-read-times,要項精読の推奨回数,目安は学習計画用・公式数値と混同しない,生活リズムに合わせ調整 | 週1回計画修正 | 過去問と短答併用 | 要項・範囲を先に確認,verify_official,
numbers.csv,s32-final-mock-timing,最終模試の実施タイミング（構造・取扱い）,目安は学習計画用・公式数値と混同しない,生活リズムに合わせ調整 | 週1回計画修正 | 過去問と短答併用 | 要項・範囲を先に確認,verify_official,
numbers.csv,s32-pass-margin,合格ライン＋余裕点の設定,目安は学習計画用・公式数値と混同しない,生活リズムに合わせ調整 | 週1回計画修正 | 過去問と短答併用 | 要項・範囲を先に確認,verify_official,
numbers.csv,s32-hub-rotation,ハブ4タブの巡回周期,目安は学習計画用・公式数値と混同しない,生活リズムに合わせ調整 | 週1回計画修正 | 過去問と短答併用 | 要項・範囲を先に確認,verify_official,
numbers.csv,s33-chokuzen-days,直前対策の日数目安,目安は学習計画用・公式数値と混同しない,生活リズムに合わせ調整 | 週1回計画修正 | 過去問と短答併用 | 要項・範囲を先に確認,verify_official,
numbers.csv,s33-nigate-hours,苦手科目の週時間配分,目安は学習計画用・公式数値と混同しない,生活リズムに合わせ調整 | 週1回計画修正 | 過去問と短答併用 | 要項・範囲を先に確認,verify_official,
numbers.csv,s33-kijutsu-count,記述練習の週回数目安,目安は学習計画用・公式数値と混同しない,生活リズムに合わせ調整 | 週1回計画修正 | 過去問と短答併用 | 要項・範囲を先に確認,verify_official,
numbers.csv,s33-taiken-review,体験記読了と自分ノート比率,目安は学習計画用・公式数値と混同しない,生活リズムに合わせ調整 | 週1回計画修正 | 過去問と短答併用 | 要項・範囲を先に確認,verify_official,
numbers.csv,s33-past-final,直前過去問解数,目安は学習計画用・公式数値と混同しない,生活リズムに合わせ調整 | 週1回計画修正 | 過去問と短答併用 | 要項・範囲を先に確認,verify_official,
numbers.csv,s33-mock-final,最終模試の実施タイミング（取扱い深掘り）,目安は学習計画用・公式数値と混同しない,生活リズムに合わせ調整 | 週1回計画修正 | 過去問と短答併用 | 要項・範囲を先に確認,verify_official,
numbers.csv,s33-sleep-hours,試験前睡眠時間目安,目安は学習計画用・公式数値と混同しない,生活リズムに合わせ調整 | 週1回計画修正 | 過去問と短答併用 | 要項・範囲を先に確認,verify_official,
numbers.csv,s33-review-cycle,直前誤答ノート見直し周期,目安は学習計画用・公式数値と混同しない,生活リズムに合わせ調整 | 週1回計画修正 | 過去問と短答併用 | 要項・範囲を先に確認,verify_official,
numbers.csv,s33-pass-margin,合格ライン＋余裕点,目安は学習計画用・公式数値と混同しない,生活リズムに合わせ調整 | 週1回計画修正 | 過去問と短答併用 | 要項・範囲を先に確認,verify_official,
numbers.csv,s33-hub-final,直前ハブ巡回周期,目安は学習計画用・公式数値と混同しない,生活リズムに合わせ調整 | 週1回計画修正 | 過去問と短答併用 | 要項・範囲を先に確認,verify_official,
numbers.csv,s34-final-week-hours,直前1週間の学習時間,目安は学習計画用・公式数値と混同しない,生活リズムに合わせ調整 | 週1回計画修正 | 過去問と短答併用 | 要項・範囲を先に確認,verify_official,
numbers.csv,s34-nigate-ratio,苦手科目比率（直前）,目安は学習計画用・公式数値と混同しない,生活リズムに合わせ調整 | 週1回計画修正 | 過去問と短答併用 | 要項・範囲を先に確認,verify_official,
numbers.csv,s34-kijutsu-final,記述最終練習回数,目安は学習計画用・公式数値と混同しない,生活リズムに合わせ調整 | 週1回計画修正 | 過去問と短答併用 | 要項・範囲を先に確認,verify_official,
numbers.csv,s34-past-last-week,直前週の過去問数,目安は学習計画用・公式数値と混同しない,生活リズムに合わせ調整 | 週1回計画修正 | 過去問と短答併用 | 要項・範囲を先に確認,verify_official,
numbers.csv,s34-mock-last,最終模試から本番までの日数,目安は学習計画用・公式数値と混同しない,生活リズムに合わせ調整 | 週1回計画修正 | 過去問と短答併用 | 要項・範囲を先に確認,verify_official,
numbers.csv,s34-sleep-final,試験前夜の睡眠目安,目安は学習計画用・公式数値と混同しない,生活リズムに合わせ調整 | 週1回計画修正 | 過去問と短答併用 | 要項・範囲を先に確認,verify_official,
numbers.csv,s34-youkou-final,要項最終確認回数,目安は学習計画用・公式数値と混同しない,生活リズムに合わせ調整 | 週1回計画修正 | 過去問と短答併用 | 要項・範囲を先に確認,verify_official,
numbers.csv,s34-error-final,直前誤答ノート件数,目安は学習計画用・公式数値と混同しない,生活リズムに合わせ調整 | 週1回計画修正 | 過去問と短答併用 | 要項・範囲を先に確認,verify_official,
numbers.csv,s34-pass-buffer,合格余裕点（直前設定）,目安は学習計画用・公式数値と混同しない,生活リズムに合わせ調整 | 週1回計画修正 | 過去問と短答併用 | 要項・範囲を先に確認,verify_official,
numbers.csv,s34-glossary-skim,用語最終確認時間,目安は学習計画用・公式数値と混同しない,生活リズムに合わせ調整 | 週1回計画修正 | 過去問と短答併用 | 要項・範囲を先に確認,verify_official,
numbers.csv,s35-gakushu-num,学習法の数値整理（基礎整理）,学習法の配分 — 関連制度：過去問 / 記録・保存：定義確認のメモ,数値は試験要項・省令で確認 | 過去問 | 定義確認のメモ | 主語→目的→対象 | 学習法の数値 | 学習法の目安,concept_page,
numbers.csv,s35-kakomon-cycle,過去問の数値整理（基礎整理）,過去問の頻度 — 関連制度：過去問 / 記録・保存：定義確認のメモ,周期は試験要項・省令で確認 | 過去問 | 定義確認のメモ | 主語→目的→対象 | 過去問の周期 | 過去問,concept_page;maybe_missing_digit,
numbers.csv,s36-moshi-num,模試の数値整理（実務連動）,模試の数値 — 関連制度：過去問 / 記録・保存：運転日誌・報告書,過去問 | 運転日誌・報告書 | 誰が・いつ・何を | 模試の数値 | 数値は試験要項・省令で確認 | 運転日誌・報告書,concept_page;maybe_missing_digit,
numbers.csv,s36-chokuzen-cycle,直前の数値整理（実務連動）,直前の頻度 — 関連制度：過去問 / 記録・保存：運転日誌・報告書,運転日誌・報告書 | 誰が・いつ・何を | 直前の周期 | 周期は試験要項・省令で確認 | 過去問 | 過去問,concept_page;maybe_missing_digit,
numbers.csv,s37-kamoku-num,科目配分の数値整理（試験頻出）,科目配分の数値 — 関連制度：公式情報 / 記録・保存：過去問の条件メモ,公式情報 | 過去問の条件メモ | 逆転肢の型分類 | 科目配分の数値 | 数値は試験要項・省令で確認 | 公式情報,concept_page,
numbers.csv,s37-anki-cycle,暗記の数値整理（試験頻出）,暗記の周期 — 関連制度：比較表 / 記録・保存：過去問の条件メモ,比較表 | 過去問の条件メモ | 逆転肢の型分類 | 暗記の周期 | 周期は試験要項・省令で確認 | 頻度は試験要項・省令で確認,concept_page;maybe_missing_digit,
numbers.csv,s38-fukushu-num,復習の数値整理（判例・ガイド）,復習の回数 — 関連制度：過去問 / 記録・保存：条文×通知の対応表,条文×通知の対応表 | 優先関係の整理 | 復習の数値 | 数値は試験要項・省令で確認 | 過去問 | 条文×通知の対応表,concept_page,
numbers.csv,s38-hub-cycle,ハブ活用の数値整理（判例・ガイド）,ハブ活用の周期 — 関連制度：比較表 / 記録・保存：条文×通知の対応表,比較表 | 条文×通知の対応表 | 優先関係の整理 | ハブ活用の周期 | 周期は試験要項・省令で確認 | 頻度は試験要項・省令で確認,concept_page;maybe_missing_digit,
numbers.csv,s39-keikaku-num,計画の数値整理（横断総合）,計画の目安 — 数値・条件：目安は試験要項・省令で確認 / 関連制度：公式情報,計画の数値 | 数値は試験要項・省令で確認 | 公式情報 | 弱点タグ付きノート | 同型誤答の再演習 | 目安は試験要項・省令で確認,concept_page;maybe_missing_digit,
numbers.csv,s39-goukaku-cycle,合格の数値整理（横断総合）,合格の周期 — 数値・条件：周期は試験要項・省令で確認 / 関連制度：公式情報,周期は試験要項・省令で確認 | 公式情報 | 弱点タグ付きノート | 同型誤答の再演習 | 合格の周期 | 合格の頻度,concept_page;maybe_missing_digit,
numbers.csv,s40-jakuten-num,弱点克服の数値整理（基礎整理）,弱点克服の目安 — 関連制度：過去問 / 記録・保存：定義確認のメモ,定義確認のメモ | 主語→目的→対象 | 弱点克服の数値 | 数値は試験要項・省令で確認 | 過去問 | 過去問,concept_page;maybe_missing_digit,
numbers.csv,s40-jikan-kanri-cycle,時間管理の数値整理（基礎整理）,時間管理の時間 — 関連制度：過去問 / 記録・保存：定義確認のメモ,時間管理の周期 | 周期は試験要項・省令で確認 | 過去問 | 定義確認のメモ | 主語→目的→対象 | 定義確認のメモ,concept_page;maybe_missing_digit,
numbers.csv,s41-kijutsu-num,記述対策の数値整理（実務連動）,記述対策の数値 — 関連制度：過去問 / 記録・保存：運転日誌・報告書,過去問 | 運転日誌・報告書 | 誰が・いつ・何を | 記述対策の数値 | 数値は試験要項・省令で確認 | 運転日誌・報告書,concept_page;maybe_missing_digit,
numbers.csv,s41-hanpuku-cycle,反復学習の数値整理（実務連動）,反復学習の周期 — 数値・条件：周期は試験要項・省令で確認 / 関連制度：過去問,周期は試験要項・省令で確認 | 過去問 | 運転日誌・報告書 | 誰が・いつ・何を | 反復学習の周期 | 反復学習の頻度,concept_page;maybe_missing_digit,
numbers.csv,s42-shuuchu-num,集中力維持の数値整理（試験頻出）,集中力維持の数値 — 関連制度：比較表 / 記録・保存：過去問の条件メモ,比較表 | 過去問の条件メモ | 逆転肢の型分類 | 集中力維持の数値 | 数値は試験要項・省令で確認 | 目安は試験要項・省令で確認,concept_page,
numbers.csv,s42-gosai-bunseki-cycle,誤答分析の数値整理（試験頻出）,誤答分析の時間 — 数値・条件：時間は試験要項・省令で確認 / 関連制度：過去問,過去問の条件メモ | 逆転肢の型分類 | 誤答分析の周期 | 周期は試験要項・省令で確認 | 過去問 | 誤答分析の頻度,concept_page;maybe_missing_digit,
numbers.csv,s43-taicho-num,体調管理の数値整理（判例・ガイド）,体調管理の回数 — 関連制度：過去問 / 記録・保存：条文×通知の対応表,数値は試験要項・省令で確認 | 過去問 | 条文×通知の対応表 | 優先関係の整理 | 体調管理の数値 | 体調管理の目安,concept_page,
numbers.csv,s43-motiv-cycle,モチベーションの数値整理（判例・ガイド）,モチベーションの時間 — 関連制度：比較表 / 記録・保存：条文×通知の対応表,条文×通知の対応表 | 優先関係の整理 | モチベーションの周期 | 周期は試験要項・省令で確認 | 比較表 | モチベーションの頻度,concept_page;maybe_missing_digit,
numbers.csv,s44-gakushu-kiroku-num,学習記録の数値整理（横断総合）,学習記録の数値 — 関連制度：比較表 / 記録・保存：弱点タグ付きノート,比較表 | 弱点タグ付きノート | 同型誤答の再演習 | 学習記録の数値 | 数値は試験要項・省令で確認 | 目安は試験要項・省令で確認,concept_page;maybe_missing_digit,
numbers.csv,s44-sogo-shiage-cycle,総仕上げの数値整理（横断総合）,総仕上げの時間 — 関連制度：公式情報 / 記録・保存：弱点タグ付きノート,周期は試験要項・省令で確認 | 公式情報 | 弱点タグ付きノート | 同型誤答の再演習 | 総仕上げの周期 | 弱点タグ付きノート,concept_page;maybe_missing_digit,
